column,level,n,pct
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, התכווצותו הגלובלית מופחתת במידה קשה, אקינזיה אחורית, ספטלית, אינפריורית, היפוקנזיה לטרלית, אנטריורית, חדר ימין תקין בגודל תפקודו מופחת במידה בינונית, מסתם אורטלי מסוייד מדגים הצרות בינונית עד קשה, אי ספיקה אורטלית מינימלית, טבעת המסתם המיטרלי מסויידת, אי ספיקה מיטרית בינונית ,אי ספיקה טריקוספידלית בינונית,  לחץ דם ריאתי מוגבר במידה קשה, הגדלה קלה של העליה השמאלית. יכול להתאים ללחצי מילוי גבוהים.",1,0.16
ProcedureSummary,"חדר שמאל עם חלל בגודל תקין ,הספטום מעובה במידה קלה, תפקודו הסיסטולי הגלובלי של חדר שמאל תקין ללא הפרעה אזורית,   תבנית המילוי הדיאסטולי פסאודונורמלית, עליה שמאל מורחבת במידה קלה, עליה ימין מורחבת   חדר ימין בגודל תקין עם תפקוד סיסטולי מופחת במידה קלה, ל""ד ריאתי מוערך מוגבר במידה קלה (תתכן תת הערכה)   מסתם אאורטלי מסוייד עם הצרות בינונית עד קשה (לפי המפל הסיסטולי על פניו ויחס VTI. השטח המחושב מתאים להצרות קשה אולם יש קושי במדידה טובה של קוטר מוצא חדר שמאל. לשקול קולרציה לCT TAVI) ללא עדות לדלף אאורטלי  . מסתם מיטראלי ואנולוס מיטראלי מסויידים ללא הצרות, דלף מיטראלי קל, דלף טריקוספידלי קל עד בינוני. מודגמת  הרחבה אנאוריזמתית של אאורטה עולה. תפליט פריקרדיאלי מינימלי ותפליט פלאורלי משמאל  ",1,0.16
ProcedureSummary,"חדר שמאל ברוחב תקין, תפקודו הגלובלי והאיזורי תקין. עקומת מילויי מעידה על ליקויי קל בהרפיה, בהתאם לגיל.  חדר ימין בגודל ובתפקוד תקין. עליות מוגדלות קל. הודגמה אנוריזמה של מחיצה בין עלייתית. המסתם האאורטלי מעובה ומסויד קל, דליפה מיטרלית מינימלית, דליפה טריקוספידלית מינימלית, לא ניתן להעריך לחץ ריאתי עקב סיגנל דופלר קלוש.  לא הודגמו וגטציות בשיטת הדמיה זו. ",1,0.16
ProcedureSummary,"עליה שמאלית מורחבת. חדר ימין תקין. חדר שמאל מעט מורחב, הספטום מעובה, תפקוד גלובלי ואזורי תקין. תבנית מילוי פסוידונורמלית.. הסתידות קלה של הטבעת המיטרלית ושל המסתם האורטלי. אס""ק מיטרלית קלה. אס""ק טרקיוספידלית קלה. יל""ד ריאתי בינוני.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב, דפנותיו בעובי תקין, תפקודו הגלובלי מופחת במידה קשה. הפוקינזיה דיפוזית ואקינזיה אנפריורית, בתבנית המילוי הפרעה פסאודו-נורמלית, לחצי מילוי מוגברים. רוחב חדר ימין בגבול עליון, תפקודו מופחת. פרוזדור שמאלי מורחב במידה קשה, פרוזדור ימין מעט מורחב.  מסתם אאורטלי מעט מסוייד, ללא הפרעה המודינמית משמעותית. אנולוס מיטרלי מעט מסוייד, דלף מיטרלי קשה, דלף טריקוספידלי  קל עד בינוני, לחץ ריאתי מוגבר במידה בינונית.  הודגמה אלקטרודת הקוצב מימין.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין והתכווצותו גלובלית שמורה, אקינזיה פוסטרו-לטרלית. חדר ימני מעט מורחב, תפקודו תקין. מסתם אאורטלי מסויד עם היצרות קלה ודלף מינימלי. אנולוס ומסתם מטרלי מסוידים, עם היצרות קשה. אי ספיקה מיטרלית קלה עד בינונית. דלף טריקוספידלי קל. לחץ דם ריאתי מוגבר במידה קשה.   עליות מורחבות. IVC מורחב עם תמט חלקי.  הודגם PFO עם מעבר צבע דופלר משמאל לימין.  תפליטים פלאורליים דו-צדדיים. ",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, היפרטרופי במידה בינונית, התכווצותו הגלובלית ירודה במידה קלה דיפוזי, חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסויד, אי ספיקה אורטלית קלה עד בינונית, הצרות אורטלית קשה (peak velocity 4 m/s, טבעת מסתם מיטרלי מסוידת, היצרות במידה קלה,  אי ספיקה מיטרלית בינונית, אי ספיקה טריקוספידלית בינונית, לחץ דם ריאתי מוגבר במידה קשה, הגדלה בינונית של העליה השמאלית.  Findings of Thick, hyperechoic myocardiumm, small pericardial effusion, thickened valve leaflets are concerning for cardiac amyloidosis",1,0.16
ProcedureSummary,"עליות מורחבות. חדר ימין מורחב והיפוקינטי קשה. חדר שמאל מורחב עם תפקוד גלובלי ירוד במדיה קשה. רק הספטום הקידמי והקיר הקידמי מתכווצים. השאר אקינטי. מסתם אורטלי מסויד עם דלף קל. אס""ק מיטרלית בינונית עד קשה. אס""ק רטקיוספידלית קשה. יל""ד ריאתי קל. מיימת.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין והתכווצותו גלובלית שמורה, דפנותיו מעובים במידה קלה. אקינזיה מיד-פוסטריורית, אינפרו-בזאלית ושל הספטום הבזאלי. תבנית המילוי פסאודו-תקינה, אי ספיקה מיטרלית קלה וטריקוספידלית מינימלית. יתר לחץ דם ריאתי קל, הרחבה קלה של העליה השמאלית. יכול להתאים ללחצי מילוי גבוהים. ",1,0.16
ProcedureSummary,"חדר שמאל מורחב התכווצותו הגלובלית מופחתת במידה בינונית-קשה,  ירידה די דיפוזית, חדר ימין בגודל ותפקוד תקין. עליה שמאלית מורחבת. התרחבות קלה של שורש האורטה. אי ספיקה מיטרלית בינונית. אי ספיקה אורטלית קלה. אי ספיקה טריקוספדלית קלה .לחץ דם ריאתי מוגבר במידה קשה.",1,0.16
ProcedureSummary,"עליה שמאלית מורחבת. ללא עדות לטרומבוס באוזנית.  חדר ימין עם תפקוד ירוד במדיה קשה.. חדר שמאל ברוחב תקין עם תפקוד גלבולי ירוד במדיה קשה ובאופן דיפוזי, כאשר הקיר התחתון אקינטי. אס""ק מיטרלית קלה. אס""ק טריקוספידלית קלה. יל""ד ריאתי בינוני. תבנית מילוי רסטרקיטבית. מחיצה בין עךיתית ללא פגם לפי צבע. אורטה היורדת תקינה. נוזל פריקרדיאלי בכמות קטנה. אציטס.",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, מעט הפרטרופי, תפקודו הגלובלי שמור, אקינזיה אפיקלית. חדר ימין ברוחב ותפקוד תקין. פרוזדורים ברוחב תקין.  מסתם אאוורטלי מסויד, ללא היצרות, דלף קל.  אנולוס מיטרלי מסויד, דלף מיטרלי קל, דלף טריקוספידלי קל עד בינוני, לחץ ריאתי מוגבר קלה לבינונית.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, הפרטרופי, התכווצות גלובלית תקינה, תבנית המילוי פסאודונורמאלית, חדר ימין בגודל ותפקוד תקין, עליה שמאלית מורחבת במידה קלה, טבעת מסתם מיטרלי מסוידת, אי ספיקה מיטרלית קלה, מסתם אאורטלי מסויד, אי ספיקה אאורטלית קלה, הצרות אאורטלית קשה, אי ספיקה טריקוספידלית קלה-בינונית, לחץ דם ריאתי מוגבר במידה קשה. ",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצותו הגלובלית ואיזורית תקינה, חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד ללא הצרות, מסתם מיטרלי מעובה וסוייד, אי ספיקה מיטרלית בינונית-קשה, סילון אקסנטרי אחורי, אי ספיקה טריקוספידלית בינונית עד קשה,  לחץ דם ריאתי מוגבר במידה בינונית, הגדלה קלה של העליה השמאלית, הגדלה של העליה הימנית. ",1,0.16
ProcedureSummary,"חדר שמאלי בגודל והתכווצות גלובלית ואיזורית תקינה, חדר ימין תקין בגודל ותפקוד,  מסתם אורטלי מסוייד מדגים הצרות קשה, אי ספיקה אורטלית קלה, טבעת המסתם המיטרלי מסויידת, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי מוגבר במידה בינונית, הגדלה ביונית של העליה השמאלית, הגדלה של העליה הימנית.  הודגם תפליט פריקרדיאלי בכמות מינימלית.  יחס E/E' מתאים ללחצי מילוי גבוהים.של חדר שמאל.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, היפרטרופיה קלה, תפקודו הגלובלי תקין, חדר ימין בגודל ותפקוד תקין, הרחבה של עליה שמאלית, מסתם אאורטלי מסוייד, אי ספיקה אאורטלית קלה-בינונית, מסתם מיטרלי מסוייד, אי ספיקה מיטרלית קשה, אי ספיקה טריקוספידלית קלה-בינונית, לחץ דם ראתי מוגבר במידה קשה, תפליט פלאורלי מימין, גרפט באאורטה העולה ",1,0.16
ProcedureSummary,"חדר שמאלי בגודל והתכווצות גלובלית ואיזורית תקינה, דפנותיו מעובים  .  תבנית המילוי פסאודו-תקינה, חדר ימניעם התכווצות תקינה, מסתם אאורטלי מסויד, פתיחתו תקינה, אי ספיקה מיטרלית בינונית עד קשה. אי ספיקה טריקוספידלית מינימלית, יתר לחץ דם ריאתי קל, עליות מורחבות.",1,0.16
ProcedureSummary,"חדר שמאל עם חלל בגודל תקין, היפרטרופיה קלה של הדופנות, התכווצות גלובלית תקינה, ללא הפרעה אזורית . שתי עליות מורחבות. יתר ל""ד ראתי קל. ",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קשה, התכווצותו הגלובלית ירודה במידה בינונית עד קשה. ישנה אקינזיה תחתונה אחורי ולטרלית. ספטום היפרטרופי. לחצי מילוי גבוהים של חדר שמאל. חדר ימין תקין. מסתם אורטלי מעובה ומסוייד עם דליפה קלה עד בינונית. מסתם מיטרלי עם רסטריקציה של עלה אחורי, דליפה קשה אקסנטרית אחורית לטרלית. עובי העלים 4 מ""מ, קואופטציה נימדדה 4 מ""מ. ניראה כי עיקר הגט הינו מרכזי. (יכול להתאים ל MITRAL CLIP). דליפה קלה עד בינונית של מסתם טריקספידלי. עדות ליתר לחץ דם ריאתי בינוני, הגדלה בינונית של העליה השמאלית. הגדלה של עליה ימין. טרשת משמעותית באורטה היורדת. ",1,0.16
ProcedureSummary,"חדר שמאלי מורחב בינוני, עוביו תקין והתכווצות גלובלית מופחתת בינונית EF-37% - ראו ציור. תבנית המילוי פסודונורמלית. הפרעה דיאסטולית בינונית. חדר ימני מוגדל בינוני והתכווצות מופחתת במידה קלה. תפליט פריקרדיאלי קטן מאד מאחור. אי ספיקה מטרלית בינונית-קשה (בגבול קשה). אין קואפטציה של העלים הטריקוספידלים עם דלף קשה. הסתיידות מסתם אאורטלי עם דלף קל והצרות קשה מפל 40/25 AVA-0.8 סמ""ר. יש עדות ליתר לחץ דם ריאתי קל-בינוני 48 ממ""כ. הגדלה בינונית של העליה השמאלית וקלה של הימנית.   מומלץ להשיג בדיקת אקו קודמת (אין כאן) וייעוץ קרדיולוג.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, היפרטרופיה של הספטום הבזלי, התכווצותו הגלובלית  תקינה ערה, תבנית המילוי פסאודונורמלית, עלייה שמאלית מוגדלת במידה בינונית, מסתם אורטלי מסוייד, הודגמה הצרות בינונית  של המסתם האורטלי, אי ספיקה אורטלית קלה, הודגם MAC, אי ספיקה מיטרלית קלה עד בינונית, אי ספיקה טריקוספידלית קלה , לחץ דם ריאתי מוגבר במידה בינונית קשה, הרחבה קלה של האורטה העולה.",1,0.16
ProcedureSummary,"חדר שמאל עם  חלל בגודל תקין , הספטום מעובה במידה קלה, תפקודו הסיסטולי הגלובלי של חדר שמאל ער ללא הפרעה אזורית ברורה. מודגמת חסימה דינמית מיד-ונטריקולרית (משנית לתפקוד הער) עם מפל סיסטולי מקסימלי מקסימלי של 36 ממ""כ (לא נצפה שינוי מהותי בולסלבה כנראה טכנית),תבנית  המילוי הדיאסטולי מתאימה להפרעה ברלקסציה  ,עליות בגודל תקין   חדר ימין בגודל ותפקוד תקינים ,לא ניתן להעריך ל""ד ריאתי בהעדר סיגנל TR   מסתם אאורטלי מסוייד ללא עדות לדלף או הצרות, אנולוס מיטראלי מסוייד במידה קשה , מפל לחצים דיאסטולי מעט מוגבר על פניו (מתאים להצרות קלה), מודגם דלף מיטראלי וטריקוספידלי מינימלי   ",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, היפרטרופיה של הספטום , התכווצות גלובלית תקינה, חדר ימני בגודל והתכווצות תקינה, מסתם אאורטלי מעובה, אי ספיקה אאורטלית ומיטרלית מינימלית , אי ספיקה טריקוספידלית קלה,לחץ דם ריאתימוגבר במידה קלה, העליה השמאלית מוגדלת במידה קלה, הודגם נוזל פריקרדיאלי בכמות בינונית עם שינויים רספרטוריים  משמעותיים של הזרימה המיטרלית. הIVC מורחב וללא קופס נשימתי.  לא הודגמו סימני לחץ על חדר ימין.   לאור השינויים ההמודינמים המתארים למעלה יש צורך למעקב אקוקרדיוגרפי צמוד.",1,0.16
ProcedureSummary,"חדר שמאלי תקין בגודלו , הספטום מעובה, תפקוד גלובלי תקין , נצפתה הפרעה קלה אינפרופוסטרובזלית שתוארה כבר בעבר. חדר ימני תקין בגודלו ובתפקודו.  טבעת מסתם מיטרלי מסוידת, אי ספיקה מיטרלית קלה אקסנטרית קדמית. מסתם האאורטלי מסויד ללא היצרות משמעותית. בהעדר אי ספיקה טריקוספידאלית לא ניתן להעריך לחץ ריאתי. עליה שמאלית מורחבת במידה בינונית.   לציין תוך כדי הבדיקה נצפו מספר פאוזות - לא ניתן לומר את אורכן. מומלץ הולטר לב בהקדם. ",1,0.16
ProcedureSummary,"בדיקה בוצעה בזמן פרפור.  חדר שמאלי בגודל תקין, דפנותיו בעובי תקין, ללא הפרעה איזורית בוחלטת. עליה שמאלית מורחבת במידה בינונית, עליה ימנית בגודל תקין. חדר ימין תקין בגודל ותפקוד. טבעת המסתם המיטרלית מסויידת, אי ספיקה קלה. מסתם אאורטלי מסוייד, פתיחתו טובה. באספקט החדרי של המסתם האאורטלי, ממצא חוטי ונייד מאוד, מתאים ל-strand. אי ספיקה טריקוספידלית קלה. לח""ד ריאתי תקין. ",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, דפנותיו מעובות, תפקודו הסיסטולי הגלובלי תקין. הפרעה דיאסטולית דרגה 1. חדר ימין בגודל ותפקוד תקינים. עליה שמאל מורחבת. עלי מסתם אאורטלי מסויידים, דרך המסתם דלף קל עד בינוני עם הצרות קלה עד בינונית. אי ספיקה מיטרלית קלה וטריקוספידלית קלה עד בינונית. נימדד יתר לחץ דם ריאתי מוגבר במידה קלה. ",1,0.16
